id	jurisdiction	variant	percent	origin_samples	collection_date	month	day	year
1292	sc	AY.80	3.0478	a26	11/22/2025	11	22	2025
1293	sc	AY.98	3.0478	a26	11/22/2025	11	22	2025
1294	sc	B.1.617.2	10.3773	a26	11/22/2025	11	22	2025
1295	sd	AY.111	3.0478	a61	11/29/2025	11	29	2025
1296	sd	AY.119	3.0478	a61	11/29/2025	11	29	2025
1297	sd	AY.119.2	3.0478	a61	11/29/2025	11	29	2025
1298	sd	AY.124	3.0478	a61	11/29/2025	11	29	2025
1299	sd	AY.127	3.0478	a61	11/29/2025	11	29	2025
1300	sd	AY.26	5.5557	a61	11/29/2025	11	29	2025
1301	sd	AY.33	3.0478	a61	11/29/2025	11	29	2025
1302	sd	AY.38	5.5557	a61	11/29/2025	11	29	2025
1303	sd	AY.4	3.0478	a61	11/29/2025	11	29	2025
1304	sd	AY.4.3	3.0478	a61	11/29/2025	11	29	2025
1305	sd	AY.44	3.0478	a61	11/29/2025	11	29	2025
1306	sd	AY.45	3.0478	a61	11/29/2025	11	29	2025
1307	sd	AY.58	5.5557	a61	11/29/2025	11	29	2025
1308	sd	AY.59	5.5557	a61	11/29/2025	11	29	2025
1309	sd	AY.61	5.5557	a61	11/29/2025	11	29	2025
1310	sd	AY.67	5.5557	a61	11/29/2025	11	29	2025
1311	sd	AY.71	5.5557	a61	11/29/2025	11	29	2025
1312	sd	AY.75	5.5557	a61	11/29/2025	11	29	2025
1313	sd	AY.75.2	5.5557	a61	11/29/2025	11	29	2025
1314	sd	AY.77	3.0478	a61	11/29/2025	11	29	2025
1315	sd	AY.80	3.0478	a61	11/29/2025	11	29	2025
1316	sd	AY.98	3.0478	a61	11/29/2025	11	29	2025
1317	sd	B.1.617.2	10.3773	a61	11/29/2025	11	29	2025
1318	tx	AY.111	3.0478	a27	11/22/2025	11	22	2025
1319	tx	AY.119	3.0478	a27	11/22/2025	11	22	2025
1320	tx	AY.119.2	3.0478	a27	11/22/2025	11	22	2025
1321	tx	AY.124	3.0478	a27	11/22/2025	11	22	2025
1322	tx	AY.127	3.0478	a27	11/22/2025	11	22	2025
1323	tx	AY.26	5.5557	a27	11/22/2025	11	22	2025
1324	tx	AY.33	3.0478	a27	11/22/2025	11	22	2025
1325	tx	AY.38	5.5557	a27	11/22/2025	11	22	2025
1326	tx	AY.4	3.0478	a27	11/22/2025	11	22	2025
1327	tx	AY.4.3	3.0478	a27	11/22/2025	11	22	2025
1328	tx	AY.44	3.0478	a27	11/22/2025	11	22	2025
1329	tx	AY.45	3.0478	a27	11/22/2025	11	22	2025
1330	tx	AY.58	5.5557	a27	11/22/2025	11	22	2025
1331	tx	AY.59	5.5557	a27	11/22/2025	11	22	2025
1332	tx	AY.61	5.5557	a27	11/22/2025	11	22	2025
1333	tx	AY.67	5.5557	a27	11/22/2025	11	22	2025
1334	tx	AY.71	5.5557	a27	11/22/2025	11	22	2025
1335	tx	AY.75	5.5557	a27	11/22/2025	11	22	2025
1336	tx	AY.75.2	5.5557	a27	11/22/2025	11	22	2025
1337	tx	AY.77	3.0478	a27	11/22/2025	11	22	2025
1338	tx	AY.80	3.0478	a27	11/22/2025	11	22	2025
1339	tx	AY.98	3.0478	a27	11/22/2025	11	22	2025
1340	tx	B.1.617.2	10.3773	a27	11/22/2025	11	22	2025
1341	tx	AY.111	3.0478	a62	11/29/2025	11	29	2025
1342	tx	AY.119	3.0478	a62	11/29/2025	11	29	2025
1343	tx	AY.119.2	3.0478	a62	11/29/2025	11	29	2025
1344	tx	AY.124	3.0478	a62	11/29/2025	11	29	2025
1345	tx	AY.127	3.0478	a62	11/29/2025	11	29	2025
1346	tx	AY.26	5.5557	a62	11/29/2025	11	29	2025
1347	tx	AY.33	3.0478	a62	11/29/2025	11	29	2025
1348	tx	AY.38	5.5557	a62	11/29/2025	11	29	2025
1349	tx	AY.4	3.0478	a62	11/29/2025	11	29	2025
1350	tx	AY.4.3	3.0478	a62	11/29/2025	11	29	2025
1351	tx	AY.44	3.0478	a62	11/29/2025	11	29	2025
1352	tx	AY.45	3.0478	a62	11/29/2025	11	29	2025
1353	tx	AY.58	5.5557	a62	11/29/2025	11	29	2025
1354	tx	AY.59	5.5557	a62	11/29/2025	11	29	2025
1355	tx	AY.61	5.5557	a62	11/29/2025	11	29	2025
1356	tx	AY.67	5.5557	a62	11/29/2025	11	29	2025
1357	tx	AY.71	5.5557	a62	11/29/2025	11	29	2025
1358	tx	AY.75	5.5557	a62	11/29/2025	11	29	2025
1359	tx	AY.75.2	5.5557	a62	11/29/2025	11	29	2025
1360	tx	AY.77	3.0478	a62	11/29/2025	11	29	2025
1361	tx	AY.80	3.0478	a62	11/29/2025	11	29	2025
1362	tx	AY.98	3.0478	a62	11/29/2025	11	29	2025
1363	tx	B.1.617.2	10.3773	a62	11/29/2025	11	29	2025
1364	tx	AY.111	3.0478	a81	12/6/2025	12	6	2025
1365	tx	AY.119	3.0478	a81	12/6/2025	12	6	2025
1366	tx	AY.119.2	3.0478	a81	12/6/2025	12	6	2025
1367	tx	AY.124	3.0478	a81	12/6/2025	12	6	2025
1368	tx	AY.127	3.0478	a81	12/6/2025	12	6	2025
1369	tx	AY.26	5.5557	a81	12/6/2025	12	6	2025
1370	tx	AY.33	3.0478	a81	12/6/2025	12	6	2025
1371	tx	AY.38	5.5557	a81	12/6/2025	12	6	2025
1372	tx	AY.4	3.0478	a81	12/6/2025	12	6	2025
1373	tx	AY.4.3	3.0478	a81	12/6/2025	12	6	2025
1374	tx	AY.44	3.0478	a81	12/6/2025	12	6	2025
1375	tx	AY.45	3.0478	a81	12/6/2025	12	6	2025
1376	tx	AY.58	5.5557	a81	12/6/2025	12	6	2025
1377	tx	AY.59	5.5557	a81	12/6/2025	12	6	2025
1378	tx	AY.61	5.5557	a81	12/6/2025	12	6	2025
1379	tx	AY.67	5.5557	a81	12/6/2025	12	6	2025
1380	tx	AY.71	5.5557	a81	12/6/2025	12	6	2025
1381	tx	AY.75	5.5557	a81	12/6/2025	12	6	2025
1382	tx	AY.75.2	5.5557	a81	12/6/2025	12	6	2025
1383	tx	AY.77	3.0478	a81	12/6/2025	12	6	2025
1384	tx	AY.80	3.0478	a81	12/6/2025	12	6	2025
1385	tx	AY.98	3.0478	a81	12/6/2025	12	6	2025
1386	tx	B.1.617.2	10.3773	a81	12/6/2025	12	6	2025
1387	ut	AY.111	3.0478	a28	11/22/2025	11	22	2025
1388	ut	AY.119	3.0478	a28	11/22/2025	11	22	2025
1389	ut	AY.119.2	3.0478	a28	11/22/2025	11	22	2025
1390	ut	AY.124	3.0478	a28	11/22/2025	11	22	2025
1391	ut	AY.127	3.0478	a28	11/22/2025	11	22	2025
1392	ut	AY.26	5.5557	a28	11/22/2025	11	22	2025
1393	ut	AY.33	3.0478	a28	11/22/2025	11	22	2025
1394	ut	AY.38	5.5557	a28	11/22/2025	11	22	2025
1395	ut	AY.4	3.0478	a28	11/22/2025	11	22	2025
1396	ut	AY.4.3	3.0478	a28	11/22/2025	11	22	2025
1397	ut	AY.44	3.0478	a28	11/22/2025	11	22	2025
1398	ut	AY.45	3.0478	a28	11/22/2025	11	22	2025
1399	ut	AY.58	5.5557	a28	11/22/2025	11	22	2025
1400	ut	AY.59	5.5557	a28	11/22/2025	11	22	2025
1401	ut	AY.61	5.5557	a28	11/22/2025	11	22	2025
1402	ut	AY.67	5.5557	a28	11/22/2025	11	22	2025
1403	ut	AY.71	5.5557	a28	11/22/2025	11	22	2025
1404	ut	AY.75	5.5557	a28	11/22/2025	11	22	2025
1405	ut	AY.75.2	5.5557	a28	11/22/2025	11	22	2025
1406	ut	AY.77	3.0478	a28	11/22/2025	11	22	2025
1407	ut	AY.80	3.0478	a28	11/22/2025	11	22	2025
1408	ut	AY.98	3.0478	a28	11/22/2025	11	22	2025
1409	ut	B.1.617.2	10.3773	a28	11/22/2025	11	22	2025
1410	ut	AY.111	3.0478	a63	11/29/2025	11	29	2025
1411	ut	AY.119	3.0478	a63	11/29/2025	11	29	2025
1412	ut	AY.119.2	3.0478	a63	11/29/2025	11	29	2025
1413	ut	AY.124	3.0478	a63	11/29/2025	11	29	2025
1414	ut	AY.127	3.0478	a63	11/29/2025	11	29	2025
1415	ut	AY.26	5.5557	a63	11/29/2025	11	29	2025
1416	ut	AY.33	3.0478	a63	11/29/2025	11	29	2025
1417	ut	AY.38	5.5557	a63	11/29/2025	11	29	2025
1418	ut	AY.4	3.0478	a63	11/29/2025	11	29	2025
1419	ut	AY.4.3	3.0478	a63	11/29/2025	11	29	2025
1420	ut	AY.44	3.0478	a63	11/29/2025	11	29	2025
1421	ut	AY.45	3.0478	a63	11/29/2025	11	29	2025
1422	ut	AY.58	5.5557	a63	11/29/2025	11	29	2025
1423	ut	AY.59	5.5557	a63	11/29/2025	11	29	2025
1424	ut	AY.61	5.5557	a63	11/29/2025	11	29	2025
1425	ut	AY.67	5.5557	a63	11/29/2025	11	29	2025
1426	ut	AY.71	5.5557	a63	11/29/2025	11	29	2025
1427	ut	AY.75	5.5557	a63	11/29/2025	11	29	2025
1428	ut	AY.75.2	5.5557	a63	11/29/2025	11	29	2025
1429	ut	AY.77	3.0478	a63	11/29/2025	11	29	2025
1430	ut	AY.80	3.0478	a63	11/29/2025	11	29	2025
1431	ut	AY.98	3.0478	a63	11/29/2025	11	29	2025
1432	ut	B.1.617.2	10.3773	a63	11/29/2025	11	29	2025
1433	ut	AY.111	3.0478	a82	12/6/2025	12	6	2025
1434	ut	AY.119	3.0478	a82	12/6/2025	12	6	2025
1435	ut	AY.119.2	3.0478	a82	12/6/2025	12	6	2025
1436	ut	AY.124	3.0478	a82	12/6/2025	12	6	2025
1437	ut	AY.127	3.0478	a82	12/6/2025	12	6	2025
1438	ut	AY.26	5.5557	a82	12/6/2025	12	6	2025
1439	ut	AY.33	3.0478	a82	12/6/2025	12	6	2025
1440	ut	AY.38	5.5557	a82	12/6/2025	12	6	2025
1441	ut	AY.4	3.0478	a82	12/6/2025	12	6	2025
1442	ut	AY.4.3	3.0478	a82	12/6/2025	12	6	2025
1443	ut	AY.44	3.0478	a82	12/6/2025	12	6	2025
1444	ut	AY.45	3.0478	a82	12/6/2025	12	6	2025
1445	ut	AY.58	5.5557	a82	12/6/2025	12	6	2025
1446	ut	AY.59	5.5557	a82	12/6/2025	12	6	2025
1447	ut	AY.61	5.5557	a82	12/6/2025	12	6	2025
1448	ut	AY.67	5.5557	a82	12/6/2025	12	6	2025
1449	ut	AY.71	5.5557	a82	12/6/2025	12	6	2025
1450	ut	AY.75	5.5557	a82	12/6/2025	12	6	2025
1451	ut	AY.75.2	5.5557	a82	12/6/2025	12	6	2025
1452	ut	AY.77	3.0478	a82	12/6/2025	12	6	2025
1453	ut	AY.80	3.0478	a82	12/6/2025	12	6	2025
1454	ut	AY.98	3.0478	a82	12/6/2025	12	6	2025
1455	ut	B.1.617.2	10.3773	a82	12/6/2025	12	6	2025
1456	va	AY.111	3.0478	a29	11/22/2025	11	22	2025
1457	va	AY.119	3.0478	a29	11/22/2025	11	22	2025
1458	va	AY.119.2	3.0478	a29	11/22/2025	11	22	2025
1459	va	AY.124	3.0478	a29	11/22/2025	11	22	2025
1460	va	AY.127	3.0478	a29	11/22/2025	11	22	2025
1461	va	AY.26	5.5557	a29	11/22/2025	11	22	2025
1462	va	AY.33	3.0478	a29	11/22/2025	11	22	2025
1463	va	AY.38	5.5557	a29	11/22/2025	11	22	2025
1464	va	AY.4	3.0478	a29	11/22/2025	11	22	2025
1465	va	AY.4.3	3.0478	a29	11/22/2025	11	22	2025
1466	va	AY.44	3.0478	a29	11/22/2025	11	22	2025
1467	va	AY.45	3.0478	a29	11/22/2025	11	22	2025
1468	va	AY.58	5.5557	a29	11/22/2025	11	22	2025
1469	va	AY.59	5.5557	a29	11/22/2025	11	22	2025
1470	va	AY.61	5.5557	a29	11/22/2025	11	22	2025
1471	va	AY.67	5.5557	a29	11/22/2025	11	22	2025
1472	va	AY.71	5.5557	a29	11/22/2025	11	22	2025
1473	va	AY.75	5.5557	a29	11/22/2025	11	22	2025
1474	va	AY.75.2	5.5557	a29	11/22/2025	11	22	2025
1475	va	AY.77	3.0478	a29	11/22/2025	11	22	2025
1476	va	AY.80	3.0478	a29	11/22/2025	11	22	2025
1477	va	AY.98	3.0478	a29	11/22/2025	11	22	2025
1478	va	B.1.617.2	10.3773	a29	11/22/2025	11	22	2025
1479	va	AY.111	3.0478	a64	11/29/2025	11	29	2025
1480	va	AY.119	3.0478	a64	11/29/2025	11	29	2025
1481	va	AY.119.2	3.0478	a64	11/29/2025	11	29	2025
1482	va	AY.124	3.0478	a64	11/29/2025	11	29	2025
1483	va	AY.127	3.0478	a64	11/29/2025	11	29	2025
1484	va	AY.26	5.5557	a64	11/29/2025	11	29	2025
1485	va	AY.33	3.0478	a64	11/29/2025	11	29	2025
1486	va	AY.38	5.5557	a64	11/29/2025	11	29	2025
1487	va	AY.4	3.0478	a64	11/29/2025	11	29	2025
1488	va	AY.4.3	3.0478	a64	11/29/2025	11	29	2025
1489	va	AY.44	3.0478	a64	11/29/2025	11	29	2025
1490	va	AY.45	3.0478	a64	11/29/2025	11	29	2025
1491	va	AY.58	5.5557	a64	11/29/2025	11	29	2025
1492	va	AY.59	5.5557	a64	11/29/2025	11	29	2025
1493	va	AY.61	5.5557	a64	11/29/2025	11	29	2025
1494	va	AY.67	5.5557	a64	11/29/2025	11	29	2025
1495	va	AY.71	5.5557	a64	11/29/2025	11	29	2025
1496	va	AY.75	5.5557	a64	11/29/2025	11	29	2025
1497	va	AY.75.2	5.5557	a64	11/29/2025	11	29	2025
1498	va	AY.77	3.0478	a64	11/29/2025	11	29	2025
1499	va	AY.80	3.0478	a64	11/29/2025	11	29	2025
1500	va	AY.98	3.0478	a64	11/29/2025	11	29	2025
1501	va	B.1.617.2	10.3773	a64	11/29/2025	11	29	2025
1502	vt	AY.111	3.0478	a30	11/22/2025	11	22	2025
1503	vt	AY.119	3.0478	a30	11/22/2025	11	22	2025
1504	vt	AY.119.2	3.0478	a30	11/22/2025	11	22	2025
1505	vt	AY.124	3.0478	a30	11/22/2025	11	22	2025
1506	vt	AY.127	3.0478	a30	11/22/2025	11	22	2025
1507	vt	AY.26	5.5557	a30	11/22/2025	11	22	2025
1508	vt	AY.33	3.0478	a30	11/22/2025	11	22	2025
1509	vt	AY.38	5.5557	a30	11/22/2025	11	22	2025
1510	vt	AY.4	3.0478	a30	11/22/2025	11	22	2025
1511	vt	AY.4.3	3.0478	a30	11/22/2025	11	22	2025
1512	vt	AY.44	3.0478	a30	11/22/2025	11	22	2025
1513	vt	AY.45	3.0478	a30	11/22/2025	11	22	2025
1514	vt	AY.58	5.5557	a30	11/22/2025	11	22	2025
1515	vt	AY.59	5.5557	a30	11/22/2025	11	22	2025
1516	vt	AY.61	5.5557	a30	11/22/2025	11	22	2025
1517	vt	AY.67	5.5557	a30	11/22/2025	11	22	2025
1518	vt	AY.71	5.5557	a30	11/22/2025	11	22	2025
1519	vt	AY.75	5.5557	a30	11/22/2025	11	22	2025
1520	vt	AY.75.2	5.5557	a30	11/22/2025	11	22	2025
1521	vt	AY.77	3.0478	a30	11/22/2025	11	22	2025
1522	vt	AY.80	3.0478	a30	11/22/2025	11	22	2025
1523	vt	AY.98	3.0478	a30	11/22/2025	11	22	2025
1524	vt	B.1.617.2	10.3773	a30	11/22/2025	11	22	2025
1525	vt	AY.111	3.0478	a65	11/29/2025	11	29	2025
1526	vt	AY.119	3.0478	a65	11/29/2025	11	29	2025
1527	vt	AY.119.2	3.0478	a65	11/29/2025	11	29	2025
1528	vt	AY.124	3.0478	a65	11/29/2025	11	29	2025
1529	vt	AY.127	3.0478	a65	11/29/2025	11	29	2025
1530	vt	AY.26	5.5557	a65	11/29/2025	11	29	2025
1531	vt	AY.33	3.0478	a65	11/29/2025	11	29	2025
1532	vt	AY.38	5.5557	a65	11/29/2025	11	29	2025
1533	vt	AY.4	3.0478	a65	11/29/2025	11	29	2025
1534	vt	AY.4.3	3.0478	a65	11/29/2025	11	29	2025
1535	vt	AY.44	3.0478	a65	11/29/2025	11	29	2025
1536	vt	AY.45	3.0478	a65	11/29/2025	11	29	2025
1537	vt	AY.58	5.5557	a65	11/29/2025	11	29	2025
1538	vt	AY.59	5.5557	a65	11/29/2025	11	29	2025
1539	vt	AY.61	5.5557	a65	11/29/2025	11	29	2025
1540	vt	AY.67	5.5557	a65	11/29/2025	11	29	2025
1541	vt	AY.71	5.5557	a65	11/29/2025	11	29	2025
1542	vt	AY.75	5.5557	a65	11/29/2025	11	29	2025
1543	vt	AY.75.2	5.5557	a65	11/29/2025	11	29	2025
1544	vt	AY.77	3.0478	a65	11/29/2025	11	29	2025
1545	vt	AY.80	3.0478	a65	11/29/2025	11	29	2025
1546	vt	AY.98	3.0478	a65	11/29/2025	11	29	2025
1547	vt	B.1.617.2	10.3773	a65	11/29/2025	11	29	2025
1548	vt	AY.111	3.0478	a83	12/6/2025	12	6	2025
1549	vt	AY.119	3.0478	a83	12/6/2025	12	6	2025
1550	vt	AY.119.2	3.0478	a83	12/6/2025	12	6	2025
1551	vt	AY.124	3.0478	a83	12/6/2025	12	6	2025
1552	vt	AY.127	3.0478	a83	12/6/2025	12	6	2025
1553	vt	AY.26	5.5557	a83	12/6/2025	12	6	2025
1554	vt	AY.33	3.0478	a83	12/6/2025	12	6	2025
1555	vt	AY.38	5.5557	a83	12/6/2025	12	6	2025
1556	vt	AY.4	3.0478	a83	12/6/2025	12	6	2025
1557	vt	AY.4.3	3.0478	a83	12/6/2025	12	6	2025
1558	vt	AY.44	3.0478	a83	12/6/2025	12	6	2025
1559	vt	AY.45	3.0478	a83	12/6/2025	12	6	2025
1560	vt	AY.58	5.5557	a83	12/6/2025	12	6	2025
1561	vt	AY.59	5.5557	a83	12/6/2025	12	6	2025
1562	vt	AY.61	5.5557	a83	12/6/2025	12	6	2025
1563	vt	AY.67	5.5557	a83	12/6/2025	12	6	2025
1564	vt	AY.71	5.5557	a83	12/6/2025	12	6	2025
1565	vt	AY.75	5.5557	a83	12/6/2025	12	6	2025
1566	vt	AY.75.2	5.5557	a83	12/6/2025	12	6	2025
1567	vt	AY.77	3.0478	a83	12/6/2025	12	6	2025
1568	vt	AY.80	3.0478	a83	12/6/2025	12	6	2025
1569	vt	AY.98	3.0478	a83	12/6/2025	12	6	2025
1570	vt	B.1.617.2	10.3773	a83	12/6/2025	12	6	2025
1571	wa	AY.111	3.0478	a31	11/22/2025	11	22	2025
1572	wa	AY.119	3.0478	a31	11/22/2025	11	22	2025
1573	wa	AY.119.2	3.0478	a31	11/22/2025	11	22	2025
1574	wa	AY.124	3.0478	a31	11/22/2025	11	22	2025
1575	wa	AY.127	3.0478	a31	11/22/2025	11	22	2025
1576	wa	AY.26	5.5557	a31	11/22/2025	11	22	2025
1577	wa	AY.33	3.0478	a31	11/22/2025	11	22	2025
1578	wa	AY.38	5.5557	a31	11/22/2025	11	22	2025
1579	wa	AY.4	3.0478	a31	11/22/2025	11	22	2025
1580	wa	AY.4.3	3.0478	a31	11/22/2025	11	22	2025
1581	wa	AY.44	3.0478	a31	11/22/2025	11	22	2025
1582	wa	AY.45	3.0478	a31	11/22/2025	11	22	2025
1583	wa	AY.58	5.5557	a31	11/22/2025	11	22	2025
1584	wa	AY.59	5.5557	a31	11/22/2025	11	22	2025
1585	wa	AY.61	5.5557	a31	11/22/2025	11	22	2025
1586	wa	AY.67	5.5557	a31	11/22/2025	11	22	2025
1587	wa	AY.71	5.5557	a31	11/22/2025	11	22	2025
1588	wa	AY.75	5.5557	a31	11/22/2025	11	22	2025
1589	wa	AY.75.2	5.5557	a31	11/22/2025	11	22	2025
1590	wa	AY.77	3.0478	a31	11/22/2025	11	22	2025
1591	wa	AY.80	3.0478	a31	11/22/2025	11	22	2025
1592	wa	AY.98	3.0478	a31	11/22/2025	11	22	2025
1593	wa	B.1.617.2	10.3773	a31	11/22/2025	11	22	2025
1594	wa	AY.111	3.0478	a84	12/6/2025	12	6	2025
1595	wa	AY.119	3.0478	a84	12/6/2025	12	6	2025
1596	wa	AY.119.2	3.0478	a84	12/6/2025	12	6	2025
1597	wa	AY.124	3.0478	a84	12/6/2025	12	6	2025
1598	wa	AY.127	3.0478	a84	12/6/2025	12	6	2025
1599	wa	AY.26	5.5557	a84	12/6/2025	12	6	2025
1600	wa	AY.33	3.0478	a84	12/6/2025	12	6	2025
1601	wa	AY.38	5.5557	a84	12/6/2025	12	6	2025
1602	wa	AY.4	3.0478	a84	12/6/2025	12	6	2025
1603	wa	AY.4.3	3.0478	a84	12/6/2025	12	6	2025
1604	wa	AY.44	3.0478	a84	12/6/2025	12	6	2025
1605	wa	AY.45	3.0478	a84	12/6/2025	12	6	2025
1606	wa	AY.58	5.5557	a84	12/6/2025	12	6	2025
1607	wa	AY.59	5.5557	a84	12/6/2025	12	6	2025
1608	wa	AY.61	5.5557	a84	12/6/2025	12	6	2025
1609	wa	AY.67	5.5557	a84	12/6/2025	12	6	2025
1610	wa	AY.71	5.5557	a84	12/6/2025	12	6	2025
1611	wa	AY.75	5.5557	a84	12/6/2025	12	6	2025
1612	wa	AY.75.2	5.5557	a84	12/6/2025	12	6	2025
1613	wa	AY.77	3.0478	a84	12/6/2025	12	6	2025
1614	wa	AY.80	3.0478	a84	12/6/2025	12	6	2025
1615	wa	AY.98	3.0478	a84	12/6/2025	12	6	2025
1616	wa	B.1.617.2	10.3773	a84	12/6/2025	12	6	2025
1617	wi	AY.102	3.2691	a3	11/15/2025	11	15	2025
1618	wi	AY.103	25.926	a3	11/15/2025	11	15	2025
1619	wi	AY.106	3.2691	a3	11/15/2025	11	15	2025
1620	wi	AY.111	0.1586	a4	11/15/2025	11	15	2025
1621	wi	AY.112	3.2691	a3	11/15/2025	11	15	2025
1622	wi	AY.119	53.0116	a3,a4	11/15/2025	11	15	2025
1623	wi	AY.39	3.2691	a3	11/15/2025	11	15	2025
1624	wi	AY.44	3.2691	a3	11/15/2025	11	15	2025
1625	wi	AY.45	3.2691	a3	11/15/2025	11	15	2025
1626	wi	AY.46	0.4806	a3	11/15/2025	11	15	2025
1627	wi	AY.46.2	0.4806	a3	11/15/2025	11	15	2025
1628	wi	AY.46.3	0.2293	a3	11/15/2025	11	15	2025
1629	wi	AY.98	0.0987	a4	11/15/2025	11	15	2025
1630	wi	AY.111	3.0478	a32,a33	11/22/2025	11	22	2025
1631	wi	AY.119	3.0478	a32,a33	11/22/2025	11	22	2025
1632	wi	AY.119.2	3.0478	a32,a33	11/22/2025	11	22	2025
1633	wi	AY.124	3.0478	a32,a33	11/22/2025	11	22	2025
1634	wi	AY.127	3.0478	a32,a33	11/22/2025	11	22	2025
1635	wi	AY.26	5.5557	a32,a33	11/22/2025	11	22	2025
1636	wi	AY.33	3.0478	a32,a33	11/22/2025	11	22	2025
1637	wi	AY.38	5.5557	a32,a33	11/22/2025	11	22	2025
1638	wi	AY.4	3.0478	a32,a33	11/22/2025	11	22	2025
1639	wi	AY.4.3	3.0478	a32,a33	11/22/2025	11	22	2025
1640	wi	AY.44	3.0478	a32,a33	11/22/2025	11	22	2025
1641	wi	AY.45	3.0478	a32,a33	11/22/2025	11	22	2025
1642	wi	AY.58	5.5557	a32,a33	11/22/2025	11	22	2025
1643	wi	AY.59	5.5557	a32,a33	11/22/2025	11	22	2025
1644	wi	AY.61	5.5557	a32,a33	11/22/2025	11	22	2025
1645	wi	AY.67	5.5557	a32,a33	11/22/2025	11	22	2025
1646	wi	AY.71	5.5557	a32,a33	11/22/2025	11	22	2025
1647	wi	AY.75	5.5557	a32,a33	11/22/2025	11	22	2025
1648	wi	AY.75.2	5.5557	a32,a33	11/22/2025	11	22	2025
1649	wi	AY.77	3.0478	a32,a33	11/22/2025	11	22	2025
1650	wi	AY.80	3.0478	a32,a33	11/22/2025	11	22	2025
1651	wi	AY.98	3.0478	a32,a33	11/22/2025	11	22	2025
1652	wi	B.1.617.2	10.3773	a32,a33	11/22/2025	11	22	2025
1653	wi	AY.111	3.0478	a66	11/29/2025	11	29	2025
1654	wi	AY.119	3.0478	a66	11/29/2025	11	29	2025
1655	wi	AY.119.2	3.0478	a66	11/29/2025	11	29	2025
1656	wi	AY.124	3.0478	a66	11/29/2025	11	29	2025
1657	wi	AY.127	3.0478	a66	11/29/2025	11	29	2025
1658	wi	AY.26	5.5557	a66	11/29/2025	11	29	2025
1659	wi	AY.33	3.0478	a66	11/29/2025	11	29	2025
1660	wi	AY.38	5.5557	a66	11/29/2025	11	29	2025
1661	wi	AY.4	3.0478	a66	11/29/2025	11	29	2025
1662	wi	AY.4.3	3.0478	a66	11/29/2025	11	29	2025
1663	wi	AY.44	3.0478	a66	11/29/2025	11	29	2025
1664	wi	AY.45	3.0478	a66	11/29/2025	11	29	2025
1665	wi	AY.58	5.5557	a66	11/29/2025	11	29	2025
1666	wi	AY.59	5.5557	a66	11/29/2025	11	29	2025
1667	wi	AY.61	5.5557	a66	11/29/2025	11	29	2025
1668	wi	AY.67	5.5557	a66	11/29/2025	11	29	2025
1669	wi	AY.71	5.5557	a66	11/29/2025	11	29	2025
1670	wi	AY.75	5.5557	a66	11/29/2025	11	29	2025
1671	wi	AY.75.2	5.5557	a66	11/29/2025	11	29	2025
1672	wi	AY.77	3.0478	a66	11/29/2025	11	29	2025
1673	wi	AY.80	3.0478	a66	11/29/2025	11	29	2025
1674	wi	AY.98	3.0478	a66	11/29/2025	11	29	2025
1675	wi	B.1.617.2	10.3773	a66	11/29/2025	11	29	2025
1676	wi	AY.111	3.0478	a85	12/6/2025	12	6	2025
1677	wi	AY.119	3.0478	a85	12/6/2025	12	6	2025
1678	wi	AY.119.2	3.0478	a85	12/6/2025	12	6	2025
1679	wi	AY.124	3.0478	a85	12/6/2025	12	6	2025
1680	wi	AY.127	3.0478	a85	12/6/2025	12	6	2025
1681	wi	AY.26	5.5557	a85	12/6/2025	12	6	2025
1682	wi	AY.33	3.0478	a85	12/6/2025	12	6	2025
1683	wi	AY.38	5.5557	a85	12/6/2025	12	6	2025
1684	wi	AY.4	3.0478	a85	12/6/2025	12	6	2025
1685	wi	AY.4.3	3.0478	a85	12/6/2025	12	6	2025
1686	wi	AY.44	3.0478	a85	12/6/2025	12	6	2025
1687	wi	AY.45	3.0478	a85	12/6/2025	12	6	2025
1688	wi	AY.58	5.5557	a85	12/6/2025	12	6	2025
1689	wi	AY.59	5.5557	a85	12/6/2025	12	6	2025
1690	wi	AY.61	5.5557	a85	12/6/2025	12	6	2025
1691	wi	AY.67	5.5557	a85	12/6/2025	12	6	2025
1692	wi	AY.71	5.5557	a85	12/6/2025	12	6	2025
1693	wi	AY.75	5.5557	a85	12/6/2025	12	6	2025
1694	wi	AY.75.2	5.5557	a85	12/6/2025	12	6	2025
1695	wi	AY.77	3.0478	a85	12/6/2025	12	6	2025
1696	wi	AY.80	3.0478	a85	12/6/2025	12	6	2025
1697	wi	AY.98	3.0478	a85	12/6/2025	12	6	2025
1698	wi	B.1.617.2	10.3773	a85	12/6/2025	12	6	2025
1699	wy	AY.111	3.0478	a34	11/22/2025	11	22	2025
1700	wy	AY.119	3.0478	a34	11/22/2025	11	22	2025
1701	wy	AY.119.2	3.0478	a34	11/22/2025	11	22	2025
1702	wy	AY.124	3.0478	a34	11/22/2025	11	22	2025
1703	wy	AY.127	3.0478	a34	11/22/2025	11	22	2025
1704	wy	AY.26	5.5557	a34	11/22/2025	11	22	2025
1705	wy	AY.33	3.0478	a34	11/22/2025	11	22	2025
1706	wy	AY.38	5.5557	a34	11/22/2025	11	22	2025
1707	wy	AY.4	3.0478	a34	11/22/2025	11	22	2025
1708	wy	AY.4.3	3.0478	a34	11/22/2025	11	22	2025
